id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
244,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,Yes,No,Yes,1,selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven
245,1,0,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
246,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
247,0,0,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
248,1,0,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
249,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,0,
250,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
251,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
252,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
253,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
254,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
255,0,1,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,Yes,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
256,1,1,Complete,N,Complete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,N,Complete,Independent,Dependent,Independent,,Complete,No,,Complete,No,,No,Yes,No,No,No,No,1,completeness_mismatch,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch
257,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
258,1,1,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;LT4_gate,1,holistic_vs_seven;holistic_vs_three;LT4_gate
259,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
260,1,0,Complete,N,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,N,Incomplete,Independent,Dependent,Independent,,Complete,No,Atomic,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
261,1,0,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch
262,1,0,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
263,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
264,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
265,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
266,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
267,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,selfsuff_mismatch;LT4_gate,1,selfsuff_mismatch;LT4_gate
268,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
269,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
270,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_three;three_vs_seven
271,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
272,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
273,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
274,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
275,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
276,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
277,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
278,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Compound,Incomplete,Dependent,Independent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
279,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_three;three_vs_seven
280,0,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
281,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
282,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
283,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
284,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
285,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
286,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
287,1,0,Complete,Compound,Complete,Independent,Independent,Dependent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;holistic_vs_three
288,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
289,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
290,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
291,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
292,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
293,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
294,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
295,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
296,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
297,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
298,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
299,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
300,0,1,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,No,Yes,No,No,No,No,0,,1,holistic_vs_seven;holistic_vs_three
301,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
302,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
303,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
304,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Dependent,Independent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
305,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Dependent,Independent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
306,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
307,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
308,1,0,Complete,Y,Complete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
